DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,A_WS,A_POWER,YD15
2022/8/3 19:45,4.9,15359.54,232,21.7,86,824,,,
2022/8/3 20:00,4.8,16033.78,234,21.3,88,824,,,
2022/8/3 20:15,4.7,16108.26,235,21,90,824,,,
2022/8/3 20:30,4.5,15582.98,233,20.8,91,824,,,
2022/8/3 20:45,4.3,15058.68,230,20.7,92,825,,,
2022/8/3 21:00,4.2,14533.4,228,20.5,93,825,,,
2022/8/3 21:15,4,14420.7,226,20.4,93,825,,,
2022/8/3 21:30,4,14720.58,224,20.3,94,825,,,
2022/8/3 21:45,4,15019.48,222,20.2,94,825,,,
2022/8/3 22:00,4,15319.36,220,20.1,95,825,,,
2022/8/3 22:15,4.1,15654.52,218,20,95,825,,,
2022/8/3 22:30,4.3,16024.96,217,19.9,96,825,,,
2022/8/3 22:45,4.6,16396.38,216,19.9,96,825,,,
2022/8/3 23:00,4.8,16766.82,216,19.8,97,825,,,
2022/8/3 23:15,4.9,17205.86,215,19.8,97,825,,,
2022/8/3 23:30,4.9,17712.52,216,19.8,97,825,,,
2022/8/3 23:45,5,18219.18,215,19.9,98,825,,,
2022/8/4 0:00,4.5,15349.74,231,19.4,98,824,,,
2022/8/4 0:15,4.3,15140.02,230,19.4,98,824,,,
2022/8/4 0:30,4.3,15003.8,229,19.3,98,824,,,
2022/8/4 0:45,4,14867.58,228,19.3,99,824,,,
2022/8/4 1:00,4,14731.36,227,19.2,99,824,,,
2022/8/4 1:15,3.9,14732.34,226,19.2,99,824,,,
2022/8/4 1:30,4,14870.52,225,19.2,99,824,,,
2022/8/4 1:45,4,15008.7,224,19.3,99,824,,,
2022/8/4 2:00,4.1,15146.88,223,19.3,99,824,,,
2022/8/4 2:15,4.2,15239.98,222,19.3,99,824,,,
2022/8/4 2:30,4.3,15288,221,19.4,99,824,,,
2022/8/4 2:45,4.4,15336.02,221,19.4,99,824,,,
2022/8/4 3:00,4.5,15384.04,220,19.5,99,824,,,
2022/8/4 3:15,4.5,15485.96,220,19.5,99,824,,,
2022/8/4 3:30,4.8,15641.78,219,19.5,99,824,,,
2022/8/4 3:45,4.8,15797.6,218,19.5,99,824,,,
2022/8/4 4:00,5.1,15953.42,218,19.5,99,824,,,
2022/8/4 4:15,5.1,16090.62,217,19.5,99,824,,,
2022/8/4 4:30,5.2,16209.2,216,19.4,99,824,,,
2022/8/4 4:45,5.4,16327.78,217,19.4,100,824,,,
2022/8/4 5:00,5.4,16446.36,216,19.3,100,824,,,
2022/8/4 5:15,5.4,16597.28,216,19.3,100,824,,,
2022/8/4 5:30,5.4,16782.5,218,19.3,100,824,,,
2022/8/4 5:45,5.3,16966.74,218,19.3,99,824,,,
2022/8/4 6:00,5.3,17151.96,220,19.3,99,824,,,
2022/8/4 6:15,5.2,17242.12,221,19.3,99,824,,,
2022/8/4 6:30,5.1,17237.22,223,19.4,98,824,,,
2022/8/4 6:45,4.9,17232.32,225,19.5,97,824,,,
2022/8/4 7:00,4.9,17227.42,227,19.6,96,824,,,
2022/8/4 7:15,4.8,17387.16,228,19.8,95,824,,,
2022/8/4 7:30,4.7,17712.52,228,20.2,92,824,,,
2022/8/4 7:45,4.7,18036.9,228,20.5,90,824,,,
2022/8/4 8:00,4.7,18362.26,227,20.9,87,824,,,
2022/8/4 8:15,4.7,18692.52,226,21.3,85,824,,,
2022/8/4 8:30,4.9,19027.68,224,21.7,83,824,,,
2022/8/4 8:45,5,19361.86,224,22.2,80,824,,,
2022/8/4 9:00,5.2,19697.02,223,22.6,78,824,,,
2022/8/4 9:15,5.2,19934.18,222,23,76,824,,,
2022/8/4 9:30,5.2,20074.32,221,23.5,74,824,,,
2022/8/4 9:45,5.2,20213.48,220,23.9,71,823,,,
2022/8/4 10:00,5.2,20353.62,220,24.4,69,823,,,
2022/8/4 10:15,5.1,20352.64,220,24.8,67,823,,,
2022/8/4 10:30,5,20212.5,221,25.2,66,823,,,
2022/8/4 10:45,4.8,20071.38,222,25.6,64,823,,,
2022/8/4 11:00,4.7,19931.24,222,26,63,823,,,
2022/8/4 11:15,4.7,19797.96,223,26.4,62,823,,,
2022/8/4 11:30,4.6,19673.5,224,26.7,61,823,,,
2022/8/4 11:45,4.6,19548.06,224,27,60,823,,,
2022/8/4 12:00,4.5,19423.6,225,27.3,59,823,,,
2022/8/4 12:15,4.5,19372.64,227,27.6,58,823,,,
2022/8/4 12:30,4.4,19396.16,231,27.7,57,823,,,
2022/8/4 12:45,4.3,19420.66,234,27.8,57,823,,,
2022/8/4 13:00,4.2,19444.18,239,27.9,56,823,,,
2022/8/4 13:15,4.2,19290.32,242,27.5,58,823,,,
2022/8/4 13:30,4.2,18958.1,246,26.8,61,823,,,
2022/8/4 13:45,4.2,18625.88,249,26,64,822,,,
2022/8/4 14:00,4.2,18293.66,253,25.3,67,822,,,
2022/8/4 14:15,4.1,18521.02,252,25,69,822,,,
2022/8/4 14:30,4,19307.96,245,25.1,68,822,,,
2022/8/4 14:45,4,20094.9,237,25.2,68,821,,,
2022/8/4 15:00,4,20881.84,230,25.3,67,821,,,
2022/8/4 15:15,4.3,21787.36,226,25.4,67,821,,,
2022/8/4 15:30,4.6,22811.46,224,25.5,66,821,,,
2022/8/4 15:45,4.9,23835.56,223,25.6,66,821,,,
2022/8/4 16:00,5.2,24859.66,221,25.7,65,821,,,
2022/8/4 16:15,5.3,24890.04,221,25.7,65,821,,,
2022/8/4 16:30,5.4,23926.7,220,25.6,65,821,,,
2022/8/4 16:45,5.4,22963.36,219,25.5,66,820,,,
2022/8/4 17:00,5.5,22000.02,218,25.4,66,820,,,
2022/8/4 17:15,5.5,21160.16,218,25.2,67,820,,,
2022/8/4 17:30,5.5,20442.8,220,24.9,68,820,,,
2022/8/4 17:45,5.5,19726.42,221,24.6,70,820,,,
2022/8/4 18:00,5.4,19009.06,223,24.3,71,820,,,
2022/8/4 18:15,5.4,18353.44,224,23.9,73,820,,,
2022/8/4 18:30,5.5,17759.56,226,23.5,75,820,,,
2022/8/4 18:45,5.6,17164.7,229,23.1,78,820,,,
2022/8/4 19:00,5.7,16570.82,231,22.7,80,820,,,
2022/8/4 19:15,5.8,16331.7,231,22.4,82,820,,,
2022/8/4 19:30,5.9,16448.32,230,22.1,83,820,,,
2022/8/4 19:45,6,16563.96,229,21.8,84,820,,,
2022/8/4 20:00,6,16680.58,228,21.5,85,820,,,
2022/8/4 20:15,6,16801.12,229,21.3,86,820,,,
2022/8/4 20:30,5.9,16926.56,231,21.1,87,820,,,
2022/8/4 20:45,5.9,17052,233,21,88,821,,,
2022/8/4 21:00,5.9,17177.44,235,20.8,89,821,,,
2022/8/4 21:15,5.9,17397.94,237,20.6,89,821,,,
2022/8/4 21:30,5.8,17712.52,239,20.4,90,821,,,
2022/8/4 21:45,5.9,18028.08,243,20.3,90,821,,,
2022/8/4 22:00,5.9,18342.66,245,20.1,91,821,,,
2022/8/4 22:15,5.9,18519.06,247,20,91,821,,,
2022/8/4 22:30,5.7,18557.28,249,19.9,91,821,,,
2022/8/4 22:45,5.6,18595.5,251,19.8,91,821,,,
2022/8/4 23:00,5.4,18633.72,254,19.7,91,821,,,
2022/8/4 23:15,5.4,18639.6,256,19.5,91,821,,,
2022/8/4 23:30,5.3,18614.12,258,19.4,91,821,,,
2022/8/4 23:45,5.3,18589.62,259,19.3,91,821,,,
2022/8/5 0:00,5,18974.76,269,17.8,96,821,,,
2022/8/5 0:15,5,18437.72,270,17.7,96,821,,,
2022/8/5 0:30,5.1,17766.42,271,17.7,96,821,,,
2022/8/5 0:45,5.2,17095.12,273,17.6,96,821,,,
2022/8/5 1:00,5.3,16423.82,274,17.6,96,821,,,
2022/8/5 1:15,5.3,15701.56,276,17.6,96,821,,,
2022/8/5 1:30,5.4,14927.36,279,17.5,96,821,,,
2022/8/5 1:45,5.3,14152.18,281,17.4,96,821,,,
2022/8/5 2:00,5.3,13377.98,283,17.3,96,821,,,
2022/8/5 2:15,5.4,12522.44,285,17.3,96,821,,,
2022/8/5 2:30,5.5,11586.54,286,17.2,96,821,,,
2022/8/5 2:45,5.5,10649.66,287,17.1,95,821,,,
2022/8/5 3:00,5.7,9684.838812,287,17,95,821,,,
2022/8/5 3:15,5.7,9702.172647,288,17,95,821,,,
2022/8/5 3:30,5.6,9798.719663,290,16.9,95,821,,,
2022/8/5 3:45,5.7,9539.373877,292,16.9,94,821,,,
2022/8/5 4:00,5.6,9735.323179,293,16.8,94,821,,,
2022/8/5 4:15,5.6,9857.368795,295,16.7,94,821,,,
2022/8/5 4:30,5.6,9880.709089,299,16.6,94,821,,,
2022/8/5 4:45,5.4,9601.764204,302,16.5,95,822,,,
2022/8/5 5:00,5.4,9543.892633,306,16.4,95,822,,,
2022/8/5 5:15,5.3,9548.05244,308,16.4,95,822,,,
2022/8/5 5:30,5.3,9680.607904,310,16.6,95,822,,,
2022/8/5 5:45,5.2,9658.017394,312,16.8,94,822,,,
2022/8/5 6:00,5.2,9570.435598,313,17,94,822,,,
2022/8/5 6:15,5.2,9612.20295,314,17.3,94,822,,,
2022/8/5 6:30,5,9895.505059,314,17.8,93,822,,,
2022/8/5 6:45,4.9,9523.677334,315,18.3,92,822,,,
2022/8/5 7:00,4.8,9677.48509,315,18.8,91,822,,,
2022/8/5 7:15,4.7,9535.391961,315,19.3,89,822,,,
2022/8/5 7:30,4.5,9836.826368,314,19.9,88,822,,,
2022/8/5 7:45,4.2,9643.681698,315,20.4,86,822,,,
2022/8/5 8:00,4,9739.791503,314,21,85,822,,,
2022/8/5 8:15,3.7,9871.997863,314,21.6,82,822,,,
2022/8/5 8:30,3.5,9646.602696,313,22.2,78,822,,,
2022/8/5 8:45,3.3,9844.731604,310,22.7,74,823,,,
2022/8/5 9:00,3.1,9649.257214,308,23.3,70,823,,,
2022/8/5 9:15,3.1,9877.711748,310,23.8,66,823,,,
2022/8/5 9:30,3.5,9725.728118,311,24.2,61,823,,,
2022/8/5 9:45,3.8,9773.198767,313,24.7,56,823,,,
2022/8/5 10:00,4.2,9845.213176,314,25.1,51,823,,,
2022/8/5 10:15,4.3,9674.30829,316,25.4,48,823,,,
2022/8/5 10:30,4.2,9855.963782,316,25.6,47,823,,,
2022/8/5 10:45,4.1,9716.959371,317,25.9,46,823,,,
2022/8/5 11:00,4,9765.474502,317,26.1,45,823,,,
2022/8/5 11:15,3.9,9746.642902,318,26.3,44,823,,,
2022/8/5 11:30,3.8,9677.212213,318,26.5,43,823,,,
2022/8/5 11:45,3.6,9723.344778,318,26.6,42,823,,,
2022/8/5 12:00,3.5,9548.694356,319,26.8,41,823,,,
2022/8/5 12:15,3.3,9877.450159,317,27,41,823,,,
2022/8/5 12:30,3.1,9764.981857,318,27.1,40,823,,,
2022/8/5 12:45,3,9571.824883,315,27.2,40,822,,,
2022/8/5 13:00,2.8,9827.242245,315,27.3,39,822,,,
2022/8/5 13:15,2.8,9513.756471,314,27.4,39,822,,,
2022/8/5 13:30,2.8,9727.980824,311,27.5,39,822,,,
2022/8/5 13:45,2.7,9567.090695,309,27.6,38,822,,,
2022/8/5 14:00,2.7,9588.164975,306,27.7,38,822,,,
2022/8/5 14:15,2.8,9553.583501,305,27.7,38,822,,,
2022/8/5 14:30,2.9,9580.423489,305,27.7,38,822,,,
2022/8/5 14:45,3.1,9809.878748,306,27.7,38,822,,,
2022/8/5 15:00,3.2,9779.745528,306,27.7,38,822,,,
2022/8/5 15:15,3.2,9663.106916,306,27.6,38,822,,,
2022/8/5 15:30,3.3,9873.903074,305,27.5,38,822,,,
2022/8/5 15:45,3.4,9519.180202,304,27.4,39,821,,,
2022/8/5 16:00,3.5,9714.757145,303,27.3,39,821,,,
2022/8/5 16:15,3.5,9638.54849,303,27.1,39,821,,,
2022/8/5 16:30,3.4,9547.577912,304,26.9,40,821,,,
2022/8/5 16:45,3.2,9804.40393,304,26.8,41,821,,,
2022/8/5 17:00,3.2,9608.716966,305,26.6,42,821,,,
2022/8/5 17:15,3.1,9701.817799,306,26.3,44,821,,,
2022/8/5 17:30,2.9,9856.938644,308,26,47,821,,,
2022/8/5 17:45,2.7,9555.613177,309,25.6,50,822,,,
2022/8/5 18:00,2.5,9564.275493,312,25.3,53,822,,,
2022/8/5 18:15,2.4,9692.282877,315,24.9,55,822,,,
2022/8/5 18:30,2.2,9658.56797,317,24.4,56,822,,,
2022/8/5 18:45,2,9878.131263,323,23.9,57,822,,,
2022/8/5 19:00,1.8,9695.335384,326,23.4,58,822,,,
2022/8/5 19:15,1.6,9505.037909,330,22.9,58,822,,,
2022/8/5 19:30,1.4,9673.074382,339,22.4,59,822,,,
2022/8/5 19:45,1.1,9536.612847,350,22,60,822,,,
2022/8/5 20:00,1,9664.574905,0,21.5,61,822,,,
2022/8/5 20:15,1,9660.648734,24,21.1,62,822,,,
2022/8/5 20:30,1.3,9548.775578,48,20.6,64,822,,,
2022/8/5 20:45,1.7,9705.102661,62,20.2,65,822,,,
2022/8/5 21:00,2.2,9573.758514,69,19.7,67,822,,,
2022/8/5 21:15,2.7,9888.595775,73,19.4,68,822,,,
2022/8/5 21:30,3.2,9512.726913,74,19.2,69,822,,,
2022/8/5 21:45,3.6,9571.65466,74,18.9,70,823,,,
2022/8/5 22:00,4.1,9681.549023,75,18.7,71,823,,,
2022/8/5 22:15,4.2,9818.49684,75,18.5,72,823,,,
2022/8/5 22:30,4.1,9619.334822,76,18.3,73,823,,,
2022/8/5 22:45,3.9,9558.760252,75,18,74,823,,,
2022/8/5 23:00,3.8,9668.492889,76,17.8,75,823,,,
2022/8/5 23:15,3.6,9895.680868,77,17.6,76,823,,,
2022/8/5 23:30,3.3,9726.064481,78,17.4,77,823,,,
2022/8/5 23:45,3.1,9870.135052,79,17.2,77,823,,,
2022/8/6 0:00,2.2,9833.630287,60,16,67,823,,,
2022/8/6 0:15,2.3,9705.714311,61,15.9,67,823,,,
2022/8/6 0:30,2.2,9525.6923,63,15.8,67,823,,,
2022/8/6 0:45,2.3,9634.400625,65,15.7,66,823,,,
2022/8/6 1:00,2.3,9787.044025,67,15.6,66,823,,,
2022/8/6 1:15,2.2,9575.881066,66,15.6,66,823,,,
2022/8/6 1:30,2.1,9864.844451,67,15.5,66,823,,,
2022/8/6 1:45,1.8,9842.969774,68,15.4,67,822,,,
2022/8/6 2:00,1.7,9896.851125,69,15.3,67,822,,,
2022/8/6 2:15,1.5,9798.76056,67,15.2,67,822,,,
2022/8/6 2:30,1.4,9521.024089,69,15.1,68,822,,,
2022/8/6 2:45,1.3,9881.240822,67,15,69,822,,,
2022/8/6 3:00,1.2,9837.792397,70,14.9,70,822,,,
2022/8/6 3:15,1.1,9825.575948,68,14.8,70,822,,,
2022/8/6 3:30,0.9,9827.321165,72,14.7,71,822,,,
2022/8/6 3:45,0.8,9828.555653,76,14.6,71,822,,,
2022/8/6 4:00,0.7,9720.889184,82,14.5,72,822,,,
2022/8/6 4:15,0.7,9897.854333,90,14.6,72,822,,,
2022/8/6 4:30,0.6,9648.784472,81,14.8,72,822,,,
2022/8/6 4:45,0.5,9627.13311,68,15,72,822,,,
2022/8/6 5:00,0.5,9569.028323,53,15.2,72,822,,,
2022/8/6 5:15,0.4,9703.213608,63,15.4,72,822,,,
2022/8/6 5:30,0.4,9750.143638,90,15.6,72,822,,,
2022/8/6 5:45,0.4,9755.009321,124,15.7,72,822,,,
2022/8/6 6:00,0.6,9738.79622,149,15.9,72,822,,,
2022/8/6 6:15,0.8,9828.847638,157,16.2,72,822,,,
2022/8/6 6:30,0.9,9617.478735,167,16.6,72,822,,,
2022/8/6 6:45,1.2,9757.305135,175,17.1,72,822,,,
2022/8/6 7:00,1.4,9747.807656,180,17.5,72,822,,,
2022/8/6 7:15,1.5,9770.573575,180,18.1,71,822,,,
2022/8/6 7:30,1.5,9677.108636,184,18.9,68,822,,,
2022/8/6 7:45,1.5,9625.350415,188,19.7,66,822,,,
2022/8/6 8:00,1.5,9676.732157,191,20.5,63,822,,,
2022/8/6 8:15,1.6,9582.793532,195,21.2,62,822,,,
2022/8/6 8:30,1.7,9799.238654,197,21.7,61,822,,,
2022/8/6 8:45,1.7,9663.495922,201,22.2,60,822,,,
2022/8/6 9:00,1.8,9766.802608,202,22.7,59,822,,,
2022/8/6 9:15,1.8,9532.836115,207,23,58,822,,,
2022/8/6 9:30,1.5,9733.802777,212,23.2,57,822,,,
2022/8/6 9:45,1.4,9674.369355,219,23.5,57,822,,,
2022/8/6 10:00,1.2,9726.798117,228,23.7,56,822,,,
2022/8/6 10:15,1.2,9683.881427,228,23.9,56,822,,,
2022/8/6 10:30,1.4,9697.455132,225,24.2,55,822,,,
2022/8/6 10:45,1.7,9808.882653,220,24.5,55,822,,,
2022/8/6 11:00,1.9,9798.324766,219,24.8,54,822,,,
2022/8/6 11:15,2.2,9870.036702,214,24.8,55,822,,,
2022/8/6 11:30,2.4,9809.809937,210,24.6,56,822,,,
2022/8/6 11:45,2.6,9703.473701,205,24.5,57,822,,,
2022/8/6 12:00,2.9,10832.92,202,24.3,58,822,,,
2022/8/6 12:15,3.2,11699.24,200,24.2,58,822,,,
2022/8/6 12:30,3.4,12378.38,197,24.2,59,822,,,
2022/8/6 12:45,3.5,13057.52,195,24.2,59,822,,,
2022/8/6 13:00,3.7,13736.66,193,24.2,60,822,,,
2022/8/6 13:15,3.8,14637.28,194,24.2,60,822,,,
2022/8/6 13:30,4,15759.38,196,24.2,61,822,,,
2022/8/6 13:45,4.1,16881.48,197,24.2,62,821,,,
2022/8/6 14:00,4.2,18003.58,199,24.2,63,821,,,
2022/8/6 14:15,4.4,18873.82,201,24.2,63,821,,,
2022/8/6 14:30,4.8,19493.18,202,24.1,63,821,,,
2022/8/6 14:45,5.1,20113.52,205,24,62,820,,,
2022/8/6 15:00,5.4,20732.88,205,23.9,62,820,,,
2022/8/6 15:15,5.4,20593.72,207,23.8,63,820,,,
2022/8/6 15:30,5,19695.06,209,23.5,65,820,,,
2022/8/6 15:45,4.7,18796.4,211,23.2,67,819,,,
2022/8/6 16:00,4.3,17897.74,214,22.9,69,819,,,
2022/8/6 16:15,4.1,17355.8,214,22.8,70,819,,,
2022/8/6 16:30,4,17172.54,214,23,69,819,,,
2022/8/6 16:45,3.9,16989.28,211,23.3,68,819,,,
2022/8/6 17:00,3.7,16806.02,211,23.5,67,819,,,
2022/8/6 17:15,3.8,16601.2,209,23.5,68,819,,,
2022/8/6 17:30,3.8,16374.82,207,23.3,69,819,,,
2022/8/6 17:45,3.9,16148.44,204,23,70,819,,,
2022/8/6 18:00,4,15922.06,202,22.8,71,819,,,
2022/8/6 18:15,4.1,15656.48,202,22.5,73,819,,,
2022/8/6 18:30,4.2,15351.7,204,22,76,819,,,
2022/8/6 18:45,4.2,15046.92,207,21.5,79,820,,,
2022/8/6 19:00,4.3,14742.14,210,21,82,820,,,
2022/8/6 19:15,4.3,14646.1,211,20.5,84,820,,,
2022/8/6 19:30,4.2,14758.8,210,20.1,86,820,,,
2022/8/6 19:45,4.2,14872.48,210,19.7,89,820,,,
2022/8/6 20:00,4,14985.18,210,19.3,91,820,,,
2022/8/6 20:15,4.1,15561.42,209,19.1,92,820,,,
2022/8/6 20:30,4.2,16599.24,207,19.1,92,820,,,
2022/8/6 20:45,4.3,17637.06,205,19.1,93,821,,,
2022/8/6 21:00,4.4,18674.88,203,19.1,93,821,,,
2022/8/6 21:15,4.8,19684.28,202,19.1,93,821,,,
2022/8/6 21:30,5.2,20664.28,202,19.1,94,821,,,
2022/8/6 21:45,5.5,21643.3,201,19.1,95,820,,,
2022/8/6 22:00,5.9,22623.3,201,19.1,96,820,,,
2022/8/6 22:15,5.9,22803.62,202,19.1,96,820,,,
2022/8/6 22:30,5.5,22184.26,205,19.1,97,820,,,
2022/8/6 22:45,5.1,21564.9,207,19.1,97,820,,,
2022/8/6 23:00,4.7,20945.54,211,19.1,98,820,,,
2022/8/6 23:15,4.3,20413.4,217,19.1,98,820,,,
2022/8/6 23:30,4,19969.46,228,19.1,98,820,,,
2022/8/6 23:45,3.8,19524.54,240,19.1,99,820,,,
2022/8/7 0:00,6,24534.3,204,18.6,98,820,,,
2022/8/7 0:15,5.8,23177.98,207,18.5,98,820,,,
2022/8/7 0:30,5.3,21566.86,210,18.5,98,820,,,
2022/8/7 0:45,5,19954.76,214,18.5,98,819,,,
2022/8/7 1:00,4.5,18343.64,220,18.5,98,819,,,
2022/8/7 1:15,4.3,16825.62,224,18.5,98,819,,,
2022/8/7 1:30,4.2,15401.68,225,18.5,98,819,,,
2022/8/7 1:45,4.1,13977.74,227,18.6,98,819,,,
2022/8/7 2:00,4,12553.8,228,18.6,98,819,,,
2022/8/7 2:15,3.9,11371.92,228,18.6,98,819,,,
2022/8/7 2:30,3.8,10434.06,227,18.6,98,819,,,
2022/8/7 2:45,3.7,9746.042773,225,18.5,99,818,,,
2022/8/7 3:00,3.6,9812.563984,224,18.5,99,818,,,
2022/8/7 3:15,3.5,9868.776643,221,18.5,99,818,,,
2022/8/7 3:30,3.5,9777.07094,219,18.4,99,818,,,
2022/8/7 3:45,3.4,9531.439412,218,18.4,99,818,,,
2022/8/7 4:00,3.4,9596.232151,216,18.3,99,818,,,
2022/8/7 4:15,3.4,9650.506248,214,18.3,99,818,,,
2022/8/7 4:30,3.4,9888.40086,217,18.3,99,818,,,
2022/8/7 4:45,3.4,9742.029114,218,18.4,99,818,,,
2022/8/7 5:00,3.4,9631.417086,220,18.4,99,818,,,
2022/8/7 5:15,3.4,9560.007141,220,18.4,99,818,,,
2022/8/7 5:30,3.3,9530.608838,219,18.4,99,818,,,
2022/8/7 5:45,3.3,9625.778777,219,18.5,99,818,,,
2022/8/7 6:00,3.3,9825.783993,218,18.5,99,818,,,
2022/8/7 6:15,3.4,9752.490692,218,18.5,99,818,,,
2022/8/7 6:30,3.6,9653.496457,217,18.6,99,818,,,
2022/8/7 6:45,3.9,9782.266616,217,18.7,98,818,,,
2022/8/7 7:00,4.1,9648.751083,216,18.8,98,818,,,
2022/8/7 7:15,4,9600.718483,219,18.9,98,818,,,
2022/8/7 7:30,3.6,9523.614283,228,19.1,97,818,,,
2022/8/7 7:45,3.4,9743.805812,240,19.3,96,818,,,
2022/8/7 8:00,3.3,9819.846118,252,19.5,95,818,,,
2022/8/7 8:15,3.3,9520.965271,261,19.8,93,818,,,
2022/8/7 8:30,3.4,9565.404184,267,20.3,91,818,,,
2022/8/7 8:45,3.5,9807.41964,270,20.7,88,818,,,
2022/8/7 9:00,3.6,9788.039882,275,21.2,86,818,,,
2022/8/7 9:15,3.6,9680.466518,279,21.7,83,818,,,
2022/8/7 9:30,3.6,9854.577122,283,22.3,80,818,,,
2022/8/7 9:45,3.6,9866.485891,288,23,77,818,,,
2022/8/7 10:00,3.5,9718.008349,292,23.6,74,818,,,
2022/8/7 10:15,3.4,9781.850076,296,24.1,71,818,,,
2022/8/7 10:30,3.4,9754.250563,300,24.5,69,818,,,
2022/8/7 10:45,3.4,9644.638294,302,24.9,67,818,,,
2022/8/7 11:00,3.4,9667.076137,306,25.3,65,818,,,
2022/8/7 11:15,3.5,9581.133616,310,25.6,63,818,,,
2022/8/7 11:30,3.8,9827.98277,315,25.8,62,818,,,
2022/8/7 11:45,4,9743.906829,319,26.1,61,818,,,
2022/8/7 12:00,4.3,9817.019489,323,26.3,60,818,,,
2022/8/7 12:15,4.5,9798.576669,325,26.4,59,818,,,
2022/8/7 12:30,4.7,9726.079603,326,26.4,58,818,,,
2022/8/7 12:45,4.9,9896.098709,328,26.5,58,818,,,
2022/8/7 13:00,5.1,9665.95813,329,26.5,57,818,,,
2022/8/7 13:15,5.2,9706.007826,330,26.6,56,818,,,
2022/8/7 13:30,5.2,9774.412722,331,26.7,55,818,,,
2022/8/7 13:45,5.2,9651.065909,331,26.8,53,818,,,
2022/8/7 14:00,5.3,9895.240606,333,26.9,52,818,,,
2022/8/7 14:15,5.3,10046.96,334,26.9,51,818,,,
2022/8/7 14:30,5.3,10544.8,337,26.8,50,818,,,
2022/8/7 14:45,5.5,11042.64,339,26.8,50,818,,,
2022/8/7 15:00,5.5,11540.48,341,26.7,49,818,,,
2022/8/7 15:15,5.5,11867.8,343,26.6,49,818,,,
2022/8/7 15:30,5.6,12024.6,345,26.4,50,818,,,
2022/8/7 15:45,5.7,12182.38,347,26.2,50,818,,,
2022/8/7 16:00,5.7,12339.18,349,26,51,818,,,
2022/8/7 16:15,5.7,12345.06,351,25.8,51,818,,,
2022/8/7 16:30,5.6,12201,352,25.5,52,818,,,
2022/8/7 16:45,5.4,12056.94,353,25.2,53,819,,,
2022/8/7 17:00,5.3,11912.88,354,24.9,54,819,,,
2022/8/7 17:15,5.2,11642.4,355,24.6,55,819,,,
2022/8/7 17:30,5,11247.46,355,24.3,56,819,,,
2022/8/7 17:45,4.9,10852.52,356,24,58,820,,,
2022/8/7 18:00,4.7,10457.58,358,23.7,59,820,,,
2022/8/7 18:15,4.5,10188.08,359,23.2,61,820,,,
2022/8/7 18:30,4.4,10044.02,0,22.6,63,820,,,
2022/8/7 18:45,4.3,9532.204992,1,22.1,66,821,,,
2022/8/7 19:00,4.2,9602.476376,3,21.5,68,821,,,
2022/8/7 19:15,4.1,9727.775115,6,21,70,821,,,
2022/8/7 19:30,4,9692.529079,9,20.5,72,821,,,
2022/8/7 19:45,4.1,10180.24,10,20,73,821,,,
2022/8/7 20:00,4,10378.2,13,19.5,75,821,,,
2022/8/7 20:15,4.1,10487.96,16,19.2,77,821,,,
2022/8/7 20:30,4.1,10508.54,17,18.9,78,821,,,
2022/8/7 20:45,4,10529.12,19,18.7,79,822,,,
2022/8/7 21:00,4,10549.7,20,18.4,80,822,,,
2022/8/7 21:15,4.1,10523.24,23,18.2,80,822,,,
2022/8/7 21:30,4.3,10450.72,24,17.9,80,822,,,
2022/8/7 21:45,4.3,10379.18,26,17.7,81,823,,,
2022/8/7 22:00,4.5,10306.66,27,17.4,81,823,,,
2022/8/7 22:15,4.5,10269.42,28,17.2,81,823,,,
2022/8/7 22:30,4.6,10267.46,27,16.9,82,823,,,
2022/8/7 22:45,4.7,10266.48,27,16.7,82,823,,,
2022/8/7 23:00,4.8,10264.52,26,16.4,83,823,,,
2022/8/7 23:15,4.8,10252.76,26,16.2,83,823,,,
2022/8/7 23:30,4.7,10232.18,25,15.9,84,823,,,
2022/8/7 23:45,4.7,10211.6,25,15.7,85,823,,,
2022/8/8 0:00,4.7,9518.981804,15,14.4,88,824,,,
2022/8/8 0:15,4.7,9573.065786,15,14.2,88,824,,,
2022/8/8 0:30,4.8,9852.938724,15,14,88,824,,,
2022/8/8 0:45,4.8,9843.548026,16,13.9,88,824,,,
2022/8/8 1:00,4.9,9553.92916,15,13.7,88,824,,,
2022/8/8 1:15,4.9,9583.502609,15,13.5,88,824,,,
2022/8/8 1:30,5,9737.409481,15,13.4,87,824,,,
2022/8/8 1:45,5,9593.13799,15,13.3,87,824,,,
2022/8/8 2:00,5.1,9646.81963,15,13.2,86,824,,,
2022/8/8 2:15,5.1,9569.81763,15,13,86,824,,,
2022/8/8 2:30,5,9880.09552,15,12.8,86,824,,,
2022/8/8 2:45,4.9,9687.9751,14,12.7,86,824,,,
2022/8/8 3:00,4.8,9563.331767,15,12.5,86,824,,,
2022/8/8 3:15,4.6,9585.323587,15,12.3,86,824,,,
2022/8/8 3:30,4.5,9877.092355,16,12.2,86,824,,,
2022/8/8 3:45,4.3,9505.037295,18,12,86,825,,,
2022/8/8 4:00,4.2,9627.446387,18,11.9,86,825,,,
2022/8/8 4:15,4,9660.765541,19,11.7,86,825,,,
2022/8/8 4:30,3.9,9600.286178,19,11.5,87,825,,,
2022/8/8 4:45,3.8,9650.318601,20,11.2,88,825,,,
